角色名,rvs_1,rvs_2,rvs_3,rvs_4,rvs_5,rvs_6,rvs_7,rvs_8,rvs_9,rvs_10,rvs_11,rvs_12,rvs_13,rvs_14,rvs_15,rvs_16,rvs_17,rvs_18,rvs_19,rvs_20,rvs_21
无名的读书妖怪（朱鹭子）,,,0.074093131,0.072828812,0.06292536,0.12135672,0.223415463,0.291253852,0.277936268,0.252418515,0.232479619,0.189059888,0.238595206,0.204231322,0.234019025,0.255043037,0.256969999,0.25371568,0.264184116,0.224248503,0.209300399
梦子,,,0.003087214,0.036414406,0.04195024,0.043222941,0.075102938,0.082521925,0.093557287,0.109556647,0.124050389,0.12885646,0.169197708,0.136426523,0.182597804,0.152549106,0.157751027,0.155429425,0.169832646,0.15444566,0.200562211
孙美天,,,,,,,,,,,,,,,,,,,0.748325098,0.319883894,0.191824024
铃瑚,,,,,,,,,,,,0.449413309,0.448770484,0.379870258,0.328466165,0.287618627,0.241980083,0.238858455,0.212880505,0.183026352,0.183918044
Reisen（铃仙二号）,,,,,0.03670646,0.053197466,0.092143101,0.101938848,0.088633219,0.108680194,0.110267013,0.111957252,0.134168495,0.137243448,0.190993105,0.193864489,0.226276361,0.188001033,0.229392012,0.186873753,0.176428169
北白河千百合,,0.099552278,0.11422691,0.084966948,0.09176615,0.095589197,0.094667569,0.073420242,0.071125423,0.083263052,0.108429229,0.104035748,0.116323424,0.121721868,0.134324821,0.14222026,0.128485,0.118286364,0.127374485,0.111574623,0.173931544
易者,,,,,,,,,,,0.118537039,0.571932566,0.912742325,0.948450258,0.793355977,0.543456191,0.369751277,0.358859115,0.278336837,0.255027709,0.172683232
坂田合欢,,,,,,,,,,,,,,0.267134569,0.227722549,0.121562569,0.137050666,0.102857708,0.102607224,0.09618502,0.16852219
萨丽爱尔,,,,0.012138135,0.01835323,0.010805735,0.052382722,0.062498222,0.066201355,0.085892411,0.106591446,0.106148149,0.149369852,0.147046552,0.199388407,0.191480909,0.142047305,0.167429491,0.17631931,0.170384892,0.167689982
矢田寺成美,,,,,,,,,,,,,,0.774445172,0.466988637,0.316221585,0.212000249,0.19714394,0.178678097,0.154995289,0.158119586
九十九八桥,,,,,,,,,,0.235765904,0.246262995,0.23764511,0.319228489,0.303896207,0.303280261,0.192275436,0.221279722,0.161715174,0.149782959,0.149499002,0.157703482
戎璎花,,,,,,,,,,,,,,,,0.182741117,0.106357028,0.148000813,0.126784788,0.129162741,0.150629711
山城高岭,,,,,,,,,,,,,,,,,0.254114777,0.21371546,0.139758115,0.145101973,0.150213606
爱莲,,0.033184093,0.021610497,0.024276271,0.00786567,0.032417206,0.027769154,0.043081299,0.053070508,0.056093003,0.084538043,0.080799338,0.092529997,0.107017213,0.140621297,0.11202825,0.112067472,0.086286188,0.105555707,0.103330193,0.145636461
玉造魅须丸,,,,,,,,,,,,,,,,,0.396875888,0.207429711,0.135630238,0.113223509,0.136898273
艾丽,,,0.015436069,0.012138135,0.053748745,0.074808937,0.083938578,0.080701588,0.080973559,0.088521771,0.102915879,0.105091949,0.091869068,0.085777155,0.080804775,0.098521298,0.094222333,0.085714757,0.093172077,0.112124252,0.13564996
依莉斯,,,,,,0.005818473,0.01325346,0.026091491,0.028450169,0.043822659,0.051457939,0.06495633,0.078650497,0.088227931,0.122781282,0.10726109,0.100646583,0.08685762,0.112632067,0.076398387,0.132321127
琪斯美,,,,,,0.24271344,0.223415463,0.248779332,0.235261015,0.212978122,0.223290701,0.241869912,0.203565993,0.2132175,0.201487232,0.181152064,0.127057389,0.160000879,0.140937509,0.133010142,0.130240606
驹草山如,,,,,,,,,,,,,,,,,0.12206075,0.099429118,0.362663463,0.124765711,0.11567696
舞,0.045955882,,0.027784924,0.016184181,0.04457213,0.047378993,0.07699629,0.098298175,0.078237965,0.090274677,0.105672554,0.094001844,0.104426711,0.10048181,0.121731869,0.119973516,0.099218972,0.088571915,0.086685413,0.106078336,0.115260856
矜羯罗,,,,,0.00262189,0.016624208,0.023351334,0.034586395,0.045410847,0.056969456,0.076268017,0.082383638,0.089225354,0.087411006,0.113336568,0.102493931,0.111353666,0.093143369,0.098479347,0.088490218,0.113180335
魂魄妖忌,,,,0.072828812,0.07603481,0.088939514,0.099085389,0.078881251,0.074955254,0.063104629,0.071673558,0.081855538,0.089886283,0.084143305,0.07870595,0.099315824,0.143474916,0.12685784,0.126784788,0.104979079,0.109851502
雪,,,0.02469771,,0.03670646,0.044054152,0.064373947,0.078881251,0.054164745,0.070992707,0.091889177,0.08555224,0.087903497,0.092312557,0.122781282,0.096137718,0.094222333,0.078286144,0.068994513,0.076948016,0.106522668
留琴,,,,0.00809209,0.011798505,0.010805735,0.024613568,0.01577625,0.022431864,0.021911329,0.039512346,0.040663719,0.055517998,0.047381667,0.070310649,0.081836239,0.08351525,0.076000418,0.070173906,0.064306556,0.103193835
蓬莱人形碟面的少女（Label子）,,,,,,,,,,,,,,0.077607902,0.081854188,0.092959612,0.064956305,0.070857532,0.073712086,0.103879821,0.100281106
牛崎润美,,,,,,,,,,,,,,,,0.193864489,0.127771194,0.11028632,0.103786617,0.097833906,0.099865001
小兔姬,0.321691176,0.011061364,0.018523283,0.036414406,0.027529845,0.030754785,0.041022613,0.043688078,0.036656949,0.060475269,0.075349125,0.069181132,0.094512782,0.08496023,0.091298902,0.07706908,0.071380555,0.104000571,0.10142783,0.093986505,0.093207335
奥莲姬,,,,0.004046045,0.011798505,0.014130577,0.018302397,0.02123726,0.018602034,0.028922955,0.037674563,0.025348812,0.026437142,0.044930891,0.059816522,0.047671596,0.042114528,0.035428766,0.032433318,0.042871037,0.092375126
明罗,,,0.006174428,0.004046045,0.01835323,0.035742048,0.049227136,0.04793553,0.045410847,0.029799408,0.051457939,0.045416621,0.056839855,0.065354023,0.073458887,0.060384021,0.057104444,0.062286057,0.09081329,0.119269424,0.090294606
尘塚姥芽,,,,,,,,,,,,,,,,,,,,,0.083220835
里香,0.091911765,,,0.020230226,0.006554725,0.017455419,0.020195748,0.020023702,0.026808813,0.058722363,0.059727965,0.057034826,0.074684926,0.080058678,0.081854188,0.07706908,0.062101083,0.071428964,0.064276939,0.071451729,0.079892001
朝仓理香子,0.137867647,0.011061364,0.012348855,0.024276271,0.02884079,0.015792998,0.032818091,0.030945722,0.035562712,0.031552314,0.035836779,0.031157914,0.040316641,0.040846264,0.046174157,0.046082542,0.046397361,0.057714603,0.056021185,0.052764354,0.074066543
抗抑郁药大叔（长相酷似周杰伦的村民）,,,,,,,,,,,,,0.347648416,0.218935977,0.171054265,0.165261532,0.154182,0.151429403,0.140937509,0.101681307,0.071569918
幽幻魔眼,,,,,,0.009974525,0.017040162,0.023664375,0.022431864,0.039440393,0.047782372,0.044888521,0.048908713,0.044930891,0.067162411,0.050055175,0.045683555,0.048571695,0.044227252,0.063207299,0.070737709
云山,,,,,,,0.20448195,0.188708225,0.095745762,0.122703445,0.109348121,0.096114245,0.103104853,0.09884796,0.079755363,0.10726109,0.116350305,0.089143347,0.087864807,0.075848758,0.069073293
玄爷,0.091911765,0.033184093,0.021610497,0.012138135,0.022286065,0.02078026,0.018933514,0.015169471,0.016413559,0.025417142,0.024810078,0.030629814,0.02709807,0.034310862,0.035680031,0.034164644,0.047111167,0.044000242,0.047765432,0.060459155,0.067408876
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
蓬莱人形封面的少女（夹克子）1,,,,,,,,,,,,,0.15003078,,,,,,,,
蓬莱人形碟面的少女（Label子）1,,,,,,,,,,,,,0.068736569,,,,,,,,
