角色名,票数
十六夜咲夜,564
雾雨魔理沙,532
博丽灵梦,293
普莉兹姆利巴三姐妹,260
魂魄妖梦,254
八云蓝,236
帕秋莉·诺蕾姬,195
爱丽丝·玛格特洛依德,184
红美铃,164
蕾米莉亚·斯卡蕾特,162
露娜萨·普莉兹姆利巴,161
橙,142
西行寺幽幽子,141
八云紫,109
芙兰朵露·斯卡蕾特,93
琪露诺,65
露米娅,36
莉莉霍瓦特,36
莉莉卡·普莉兹姆利巴,27
蕾蒂·霍瓦特洛克,26
魅魔,19
梅露兰·普莉兹姆利巴,17
其他（中国）,11
北白河千百合,9
盖茨,8
幽香,7
小恶魔,7
雪&舞,6
其他（毛玉）,6
VIVIT,5
冈崎梦美,4
玄爷,3
爱莲1,3
冥&舞,2
缪斯,2
卡娜·安娜贝拉尔,2
朝仓理香子,1
神绮,1
小兔姬,1
幻月,1
露易兹,1
VIVIT（原创）,1
