角色名,票数
十六夜咲夜,95
雾雨魔理沙,95
博丽灵梦,62
琪露诺,51
帕秋莉·诺蕾姬,46
橙,43
芙兰朵露·斯卡蕾特,32
蕾米莉亚·斯卡蕾特,28
爱丽丝·玛格特洛依德,27
魅魔,14
红美铃,9
小兔姬,7
冥&舞,5
露米娅,5
幽香,5
埃利希,3
爱莲·蓬松头·奥瑞斯（爱莲）,3
朝仓理香子,3
Vivit,2
蕾蒂·霍瓦特洛克,2
玄爷,2
里香,2
舞,1
冈崎梦美,1
幻月,1
