名次,角色名,票数,本命数,本命率,本命加权,票数占比,本命占比,男性数,男性比例,女性数,女性比例
91,秋静叶,121,14,0.1157,135,0.0107,0.0013,98,0.8099,23,0.1901
92,云居一轮,113,9,0.0796,122,0.01,0.0008,84,0.7434,29,0.2566
93,骊驹早鬼,109,0,0.0,109,0.0096,0.0,69,0.633,40,0.367
94,高丽野阿吽,108,6,0.0556,114,0.0095,0.0005,92,0.8519,16,0.1481
95,秋穰子,105,8,0.0762,113,0.0093,0.0007,94,0.8952,11,0.1048
96,若鹭姬,102,10,0.098,112,0.009,0.0009,83,0.8137,19,0.1863
96,长相酷似周杰伦的参拜客,102,3,0.0294,105,0.009,0.0003,95,0.9314,7,0.0686
98,爱塔妮缇拉尔瓦,98,9,0.0918,107,0.0086,0.0008,78,0.7959,20,0.2041
99,蕾蒂·霍瓦特洛克,97,11,0.1134,108,0.0085,0.001,71,0.732,26,0.268
100,梅蒂欣·梅兰可莉,94,20,0.2128,114,0.0083,0.0018,68,0.7234,26,0.2766
101,桑尼米尔克,91,8,0.0879,99,0.008,0.0007,84,0.9231,7,0.0769
102,宫古芳香,88,11,0.125,99,0.0078,0.001,53,0.6023,35,0.3977
103,莉格露·奈特巴格,86,18,0.2093,104,0.0076,0.0016,69,0.8023,17,0.1977
103,绵月依姬,86,9,0.1047,95,0.0076,0.0008,71,0.8256,15,0.1744
105,寅丸星,84,5,0.0595,89,0.0074,0.0005,58,0.6905,26,0.3095
106,清兰,82,3,0.0366,85,0.0072,0.0003,67,0.8171,15,0.1829
107,露娜萨·普莉兹姆利巴,76,5,0.0658,81,0.0067,0.0005,63,0.8289,13,0.1711
108,人偶（含上海人偶、哥利亚人偶）,66,4,0.0606,70,0.0058,0.0004,60,0.9091,6,0.0909
109,毛玉,64,3,0.0469,67,0.0056,0.0003,56,0.875,8,0.125
110,绵月丰姬,59,6,0.1017,65,0.0052,0.0005,46,0.7797,13,0.2203
111,黑谷山女,54,5,0.0926,59,0.0048,0.0005,45,0.8333,9,0.1667
112,卡娜·安娜贝拉尔,52,4,0.0769,56,0.0046,0.0004,46,0.8846,6,0.1154
112,戎璎花,52,1,0.0192,53,0.0046,0.0001,37,0.7115,15,0.2885
114,无名的读书妖怪（朱鹭子）,51,6,0.1176,57,0.0045,0.0005,48,0.9412,3,0.0588
114,爱莲,51,5,0.098,56,0.0045,0.0005,38,0.7451,13,0.2549
116,萨丽爱尔,50,8,0.16,58,0.0044,0.0007,37,0.74,13,0.26
117,矢田寺成美,49,2,0.0408,51,0.0043,0.0002,38,0.7755,11,0.2245
118,幻月,46,7,0.1522,53,0.0041,0.0006,33,0.7174,13,0.2826
119,丁礼田舞,44,0,0.0,44,0.0039,0.0,24,0.5455,20,0.4545
120,动物灵（含野狼、水獭、大鹫）,43,2,0.0465,45,0.0038,0.0002,38,0.8837,5,0.1163
120,魂魄妖忌,43,0,0.0,43,0.0038,0.0,39,0.907,4,0.093
122,九十九八桥,42,2,0.0476,44,0.0037,0.0002,35,0.8333,7,0.1667
123,尔子田里乃,40,1,0.025,41,0.0035,0.0001,23,0.575,17,0.425
124,非想天则,36,1,0.0278,37,0.0032,0.0001,33,0.9167,3,0.0833
125,坂田合欢乃,34,3,0.0882,37,0.003,0.0003,25,0.7353,9,0.2647
126,莉莉卡·普莉兹姆利巴,32,2,0.0625,34,0.0028,0.0002,27,0.8438,5,0.1563
126,铃瑚,32,0,0.0,32,0.0028,0.0,22,0.6875,10,0.3125
128,梅露兰·普莉兹姆利巴,31,2,0.0645,33,0.0027,0.0002,25,0.8065,6,0.1935
129,UFO,28,3,0.1071,31,0.0025,0.0003,25,0.8929,3,0.1071
130,梦子,26,0,0.0,26,0.0023,0.0,24,0.9231,2,0.0769
131,里香,25,4,0.16,29,0.0022,0.0004,21,0.84,4,0.16
131,艾丽,25,3,0.12,28,0.0022,0.0003,19,0.76,6,0.24
131,胡桃,25,1,0.04,26,0.0022,0.0001,19,0.76,6,0.24
131,雪,25,0,0.0,25,0.0022,0.0,19,0.76,6,0.24
135,北白河千百合,24,2,0.0833,26,0.0021,0.0002,19,0.7917,5,0.2083
135,朝仓理香子,24,0,0.0,24,0.0021,0.0,14,0.5833,10,0.4167
135,Reisen,24,0,0.0,24,0.0021,0.0,23,0.9583,1,0.0417
138,蕾拉·普莉兹姆利巴,23,6,0.2609,29,0.002,0.0005,15,0.6522,8,0.3478
139,矜羯罗,21,1,0.0476,22,0.0019,0.0001,13,0.619,8,0.381
139,假扮魔理沙的妖狐,21,1,0.0476,22,0.0019,0.0001,19,0.9048,2,0.0952
141,梦月,20,3,0.15,23,0.0018,0.0003,14,0.7,6,0.3
142,玄爷,19,2,0.1053,21,0.0017,0.0002,18,0.9474,1,0.0526
142,琪斯美,19,1,0.0526,20,0.0017,0.0001,15,0.7895,4,0.2105
142,小兔姬,19,1,0.0526,20,0.0017,0.0001,12,0.6316,7,0.3684
145,牛崎润美,17,0,0.0,17,0.0015,0.0,13,0.7647,4,0.2353
146,大鲶鱼,16,1,0.0625,17,0.0014,0.0001,14,0.875,2,0.125
146,明罗,16,1,0.0625,17,0.0014,0.0001,8,0.5,8,0.5
146,舞,16,1,0.0625,17,0.0014,0.0001,11,0.6875,5,0.3125
149,秦河胜,14,1,0.0714,15,0.0012,0.0001,7,0.5,7,0.5
150,嫦娥,13,0,0.0,13,0.0011,0.0,9,0.6923,4,0.3077
151,留琴,12,1,0.0833,13,0.0011,0.0001,10,0.8333,2,0.1667
151,阴阳玉,12,1,0.0833,13,0.0011,0.0001,10,0.8333,2,0.1667
153,菊理,11,3,0.2727,14,0.001,0.0003,7,0.6364,4,0.3636
153,露易兹,11,2,0.1818,13,0.001,0.0002,8,0.7273,3,0.2727
153,神玉,11,0,0.0,11,0.001,0.0,7,0.6364,4,0.3636
153,龙神,11,0,0.0,11,0.001,0.0,10,0.9091,1,0.0909
153,妖精（含持花妖精，僵尸妖精）,11,0,0.0,11,0.001,0.0,10,0.9091,1,0.0909
158,云山,10,0,0.0,10,0.0009,0.0,8,0.8,2,0.2
158,茨木童子之臂,10,0,0.0,10,0.0009,0.0,9,0.9,1,0.1
160,依莉斯,9,0,0.0,9,0.0008,0.0,5,0.5556,4,0.4444
160,苏格拉底,9,0,0.0,9,0.0008,0.0,7,0.7778,2,0.2222
160,STG作品中没有名称的角色,9,0,0.0,9,0.0008,0.0,9,1.0,0,0.0
163,命莲,8,0,0.0,8,0.0007,0.0,5,0.625,3,0.375
163,河童（含山童）,8,0,0.0,8,0.0007,0.0,4,0.5,4,0.5
163,妖怪兔,8,0,0.0,8,0.0007,0.0,8,1.0,0,0.0
166,幽玄魔眼,7,1,0.1429,8,0.0006,0.0001,5,0.7143,2,0.2857
166,奥莲姬,7,1,0.1429,8,0.0006,0.0001,5,0.7143,2,0.2857
168,黄帝,6,0,0.0,6,0.0005,0.0,6,1.0,0,0.0
169,万岁乐,5,0,0.0,5,0.0004,0.0,3,0.6,2,0.4
169,幽灵,5,0,0.0,5,0.0004,0.0,1,0.2,4,0.8
171,邪眼西格玛,4,0,0.0,4,0.0004,0.0,3,0.75,1,0.25
171,岩笠,4,0,0.0,4,0.0004,0.0,2,0.5,2,0.5
171,卓柏卡布拉,4,0,0.0,4,0.0004,0.0,4,1.0,0,0.0
171,读书狐狸,4,0,0.0,4,0.0004,0.0,4,1.0,0,0.0
175,彭祖,3,0,0.0,3,0.0003,0.0,3,1.0,0,0.0
175,石长姬,3,0,0.0,3,0.0003,0.0,2,0.6667,1,0.3333
175,求闻史纪中的受访人群,3,0,0.0,3,0.0003,0.0,2,0.6667,1,0.3333
175,座敷童子,3,0,0.0,3,0.0003,0.0,3,1.0,0,0.0
175,酒吧客人,3,0,0.0,3,0.0003,0.0,3,1.0,0,0.0
180,木花咲耶姬,2,2,1.0,4,0.0002,0.0002,1,0.5,1,0.5
180,阿菊,2,0,0.0,2,0.0002,0.0,2,1.0,0,0.0
180,咪咪号,2,0,0.0,2,0.0002,0.0,1,0.5,1,0.5
180,野槌,2,0,0.0,2,0.0002,0.0,2,1.0,0,0.0
180,酒虫,2,0,0.0,2,0.0002,0.0,2,1.0,0,0.0
180,管狐,2,0,0.0,2,0.0002,0.0,2,1.0,0,0.0
180,狸猫,2,0,0.0,2,0.0002,0.0,2,1.0,0,0.0
180,酒吧老板,2,0,0.0,2,0.0002,0.0,2,1.0,0,0.0
180,反狱王,2,0,0.0,2,0.0002,0.0,2,1.0,0,0.0
189,绿巨人,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
189,尼西号,1,0,0.0,1,0.0001,0.0,0,0.0,1,1.0
189,Flower～战车,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
189,玛○奇,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
189,萨拉,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
189,月夜见,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
189,伊豆能卖,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
189,瑞江浦岛子,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
189,前鬼 / 后鬼,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
189,运松翁,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
189,烟烟罗,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
189,稻荷大人,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
189,白仙和尚,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
189,怨灵,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
189,地精,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
189,马凭,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
189,竹扫帚付丧神,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
189,杀死大老爷的侍童,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
189,兜风四人组,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
189,导航,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
189,袈裟罗婆娑罗,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
210,八尺大人,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
210,天照大御神,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
210,石凝老命,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
210,天宇受卖命,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
210,火雷神,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
210,雷兽（务光）,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
210,久米 / 竿打,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
210,水鬼鬼神长,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
210,人面犬,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
210,邪龙,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
210,沓颊,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
210,怨灵少女,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
210,佑天上人,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
210,野铁炮,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
210,盐家老板,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
210,大老爷,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
210,百鬼夜行绘卷妖怪（黑鬼）,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
210,卖脚婆,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
210,饿神,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
210,睡鼠,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
