名次,角色名,票数,本命数,本命率,本命加权,票数占比,本命占比,男性数,男性比例,女性数,女性比例
29,红美铃,538,86,0.1599,624,0.0723,0.0119,423,0.7862,114,0.2119
30,玛艾露贝莉·赫恩（梅莉）,526,31,0.0589,557,0.0706,0.0043,411,0.7814,115,0.2186
31,键山雏,508,91,0.1791,599,0.0682,0.0126,421,0.8287,87,0.1713
32,摩多罗隐岐奈,495,27,0.0545,522,0.0665,0.0037,357,0.7212,137,0.2768
33,矢田寺成美,492,22,0.0447,514,0.0661,0.0031,404,0.8211,86,0.1748
34,丰聪耳神子,475,83,0.1747,558,0.0638,0.0115,293,0.6168,181,0.3811
35,少名针妙丸,442,29,0.0656,471,0.0594,0.004,356,0.8054,84,0.19
36,圣白莲,433,46,0.1062,479,0.0582,0.0064,348,0.8037,85,0.1963
37,灵乌路空,395,67,0.1696,462,0.053,0.0093,326,0.8253,69,0.1747
38,多多良小伞,389,36,0.0925,425,0.0522,0.005,355,0.9126,34,0.0874
39,八意永琳,386,46,0.1192,432,0.0518,0.0064,274,0.7098,112,0.2902
39,克劳恩皮丝,386,26,0.0674,412,0.0518,0.0036,335,0.8679,51,0.1321
41,上白泽慧音,381,26,0.0682,407,0.0512,0.0036,269,0.706,112,0.294
42,露米娅,366,47,0.1284,413,0.0492,0.0065,315,0.8607,51,0.1393
43,稗田阿求,325,30,0.0923,355,0.0436,0.0042,272,0.8369,53,0.1631
44,水桥帕露西,297,58,0.1953,355,0.0399,0.008,204,0.6869,92,0.3098
45,神绮,287,29,0.101,316,0.0385,0.004,237,0.8258,49,0.1707
46,犬走椛,279,30,0.1075,309,0.0375,0.0042,246,0.8817,33,0.1183
47,火焰猫燐,271,31,0.1144,302,0.0364,0.0043,223,0.8229,48,0.1771
48,封兽鵺,262,32,0.1221,294,0.0352,0.0044,193,0.7366,69,0.2634
49,本居小铃,261,21,0.0805,282,0.0351,0.0029,230,0.8812,31,0.1188
50,高丽野阿吽,260,6,0.0231,266,0.0349,0.0008,219,0.8423,41,0.1577
51,哆来咪·苏伊特,252,28,0.1111,280,0.0338,0.0039,164,0.6508,88,0.3492
52,宇佐见堇子,247,12,0.0486,259,0.0332,0.0017,168,0.6802,78,0.3158
53,霍青娥,241,17,0.0705,258,0.0324,0.0024,156,0.6473,85,0.3527
54,物部布都,233,42,0.1803,275,0.0313,0.0058,114,0.4893,119,0.5107
55,茨木华扇,232,35,0.1509,267,0.0312,0.0049,192,0.8276,40,0.1724
56,大妖精,217,13,0.0599,230,0.0291,0.0018,179,0.8249,38,0.1751
57,八云蓝,215,24,0.1116,239,0.0289,0.0033,185,0.8605,30,0.1395
58,森近霖之助,210,22,0.1048,232,0.0282,0.0031,184,0.8762,26,0.1238
58,冈崎梦美,210,19,0.0905,229,0.0282,0.0026,169,0.8048,41,0.1952
60,堀川雷鼓,200,22,0.11,222,0.0269,0.0031,122,0.61,77,0.385
61,河城荷取,193,15,0.0777,208,0.0259,0.0021,153,0.7927,40,0.2073
62,赫卡提亚·拉碧斯拉祖利,183,9,0.0492,192,0.0246,0.0012,110,0.6011,73,0.3989
63,因幡帝,170,19,0.1118,189,0.0228,0.0026,137,0.8059,33,0.1941
64,占卜师（易者）,164,9,0.0549,173,0.022,0.0012,142,0.8659,22,0.1341
65,小野塚小町,162,8,0.0494,170,0.0218,0.0011,114,0.7037,48,0.2963
66,永江衣玖,160,17,0.1063,177,0.0215,0.0024,136,0.85,24,0.15
67,米斯蒂娅·萝蕾拉,157,27,0.172,184,0.0211,0.0037,142,0.9045,15,0.0955
68,二岩猯藏,156,17,0.109,173,0.021,0.0024,91,0.5833,65,0.4167
69,八坂神奈子,153,19,0.1242,172,0.0205,0.0026,111,0.7255,42,0.2745
70,魅魔,146,8,0.0548,154,0.0196,0.0011,112,0.7671,34,0.2329
71,爱塔妮缇拉尔瓦,142,4,0.0282,146,0.0191,0.0006,113,0.7958,29,0.2042
72,冴月麟,141,16,0.1135,157,0.0189,0.0022,114,0.8085,27,0.1915
73,星熊勇仪,138,12,0.087,150,0.0185,0.0017,97,0.7029,41,0.2971
74,橙,134,9,0.0672,143,0.018,0.0012,112,0.8358,22,0.1642
75,姬海棠果,126,8,0.0635,134,0.0169,0.0011,95,0.754,31,0.246
76,村纱水蜜,121,9,0.0744,130,0.0163,0.0012,62,0.5124,59,0.4876
77,莉莉白,116,9,0.0776,125,0.0156,0.0012,103,0.8879,13,0.1121
78,小恶魔,110,6,0.0545,116,0.0148,0.0008,91,0.8273,19,0.1727
79,丁礼田舞,106,6,0.0566,112,0.0142,0.0008,60,0.566,46,0.434
80,赤蛮奇,103,17,0.165,120,0.0138,0.0024,71,0.6893,32,0.3107
81,今泉影狼,97,7,0.0722,104,0.013,0.001,86,0.8866,11,0.1134
82,秋穰子,96,9,0.0938,105,0.0129,0.0012,82,0.8542,14,0.1458
83,秋静叶,94,7,0.0745,101,0.0126,0.001,83,0.883,11,0.117
84,苏我屠自古,91,8,0.0879,99,0.0122,0.0011,40,0.4396,51,0.5604
85,坂田合欢乃,89,3,0.0337,92,0.012,0.0004,64,0.7191,25,0.2809
86,九十九弁弁,88,9,0.1023,97,0.0118,0.0012,63,0.7159,25,0.2841
87,长相酷似周杰伦的参拜客,87,2,0.023,89,0.0117,0.0003,76,0.8736,11,0.1264
88,尔子田里乃,79,3,0.038,82,0.0106,0.0004,51,0.6456,28,0.3544
89,露娜切尔德,76,9,0.1184,85,0.0102,0.0012,68,0.8947,8,0.1053
90,娜兹玲,74,7,0.0946,81,0.0099,0.001,57,0.7703,17,0.2297
90,梅蒂欣·梅兰可莉,74,6,0.0811,80,0.0099,0.0008,58,0.7838,16,0.2162
92,宫古芳香,72,11,0.1528,83,0.0097,0.0015,40,0.5556,32,0.4444
93,斯塔萨菲雅,71,6,0.0845,77,0.0095,0.0008,61,0.8592,10,0.1408
94,幽谷响子,69,4,0.058,73,0.0093,0.0006,61,0.8841,8,0.1159
95,若鹭姬,61,5,0.082,66,0.0082,0.0007,47,0.7705,14,0.2295
96,寅丸星,60,8,0.1333,68,0.0081,0.0011,31,0.5167,29,0.4833
97,蕾蒂·霍瓦特洛克,59,8,0.1356,67,0.0079,0.0011,43,0.7288,16,0.2712
97,毛玉,59,6,0.1017,65,0.0079,0.0008,49,0.8305,10,0.1695
99,桑尼米尔克,55,3,0.0545,58,0.0074,0.0004,49,0.8909,6,0.1091
100,九十九八桥,50,4,0.08,54,0.0067,0.0006,41,0.82,9,0.18
101,莉格露·奈特巴格,49,13,0.2653,62,0.0066,0.0018,32,0.6531,17,0.3469
101,绵月依姬,49,6,0.1224,55,0.0066,0.0008,39,0.7959,10,0.2041
103,露娜萨·普莉兹姆利巴,48,1,0.0208,49,0.0064,0.0001,39,0.8125,9,0.1875
104,卡娜·安娜贝拉尔,47,5,0.1064,52,0.0063,0.0007,34,0.7234,13,0.2766
105,幻月,44,5,0.1136,49,0.0059,0.0007,28,0.6364,16,0.3636
106,人偶（含上海人偶、哥利亚人偶）,40,4,0.1,44,0.0054,0.0006,34,0.85,6,0.15
107,无名的读书妖怪（朱鹭子）,38,2,0.0526,40,0.0051,0.0003,36,0.9474,2,0.0526
108,云居一轮,37,5,0.1351,42,0.005,0.0007,17,0.4595,20,0.5405
108,魂魄妖忌,37,2,0.0541,39,0.005,0.0003,34,0.9189,3,0.0811
110,绵月丰姬,36,3,0.0833,39,0.0048,0.0004,25,0.6944,11,0.3056
111,爱莲,35,4,0.1143,39,0.0047,0.0006,18,0.5143,17,0.4857
111,黑谷山女,35,2,0.0571,37,0.0047,0.0003,29,0.8286,6,0.1714
113,萨丽爱尔,32,3,0.0938,35,0.0043,0.0004,19,0.5938,13,0.4063
114,清兰,30,2,0.0667,32,0.004,0.0003,21,0.7,9,0.3
115,蕾拉·普莉兹姆利巴,25,2,0.08,27,0.0034,0.0003,15,0.6,10,0.4
116,梅露兰·普莉兹姆利巴,23,2,0.087,25,0.0031,0.0003,18,0.7826,5,0.2174
116,莉莉卡·普莉兹姆利巴,23,2,0.087,25,0.0031,0.0003,19,0.8261,4,0.1739
118,铃瑚,22,0,0.0,22,0.003,0.0,12,0.5455,10,0.4545
119,北白河千百合,21,2,0.0952,23,0.0028,0.0003,10,0.4762,11,0.5238
120,胡桃,20,1,0.05,21,0.0027,0.0001,16,0.8,4,0.2
121,艾丽,18,4,0.2222,22,0.0024,0.0006,11,0.6111,7,0.3889
121,舞,18,0,0.0,18,0.0024,0.0,11,0.6111,7,0.3889
123,梦子,17,1,0.0588,18,0.0023,0.0001,10,0.5882,7,0.4118
124,梦月,15,1,0.0667,16,0.002,0.0001,9,0.6,6,0.4
124,嫦娥,15,0,0.0,15,0.002,0.0,10,0.6667,5,0.3333
126,小兔姬,14,2,0.1429,16,0.0019,0.0003,8,0.5714,6,0.4286
126,命莲,14,0,0.0,14,0.0019,0.0,11,0.7857,3,0.2143
128,云山,13,0,0.0,13,0.0017,0.0,12,0.9231,1,0.0769
128,非想天则,13,0,0.0,13,0.0017,0.0,12,0.9231,1,0.0769
130,矜羯罗,11,1,0.0909,12,0.0015,0.0001,4,0.3636,7,0.6364
130,妖精（含持花妖精，僵尸妖精）,11,1,0.0909,12,0.0015,0.0001,10,0.9091,1,0.0909
132,琪斯美,10,2,0.2,12,0.0013,0.0003,9,0.9,1,0.1
132,大鲶鱼,10,2,0.2,12,0.0013,0.0003,7,0.7,3,0.3
132,雪,10,1,0.1,11,0.0013,0.0001,8,0.8,2,0.2
135,里香,9,0,0.0,9,0.0012,0.0,6,0.6667,3,0.3333
135,明罗,9,0,0.0,9,0.0012,0.0,3,0.3333,6,0.6667
135,朝仓理香子,9,0,0.0,9,0.0012,0.0,1,0.1111,8,0.8889
135,龙神,9,0,0.0,9,0.0012,0.0,9,1.0,0,0.0
135,STG作品中没有名称的角色,9,0,0.0,9,0.0012,0.0,8,0.8889,1,0.1111
140,Reisen,8,0,0.0,8,0.0011,0.0,8,1.0,0,0.0
140,阴阳玉,8,0,0.0,8,0.0011,0.0,6,0.75,2,0.25
142,露易兹,7,1,0.1429,8,0.0009,0.0001,4,0.5714,3,0.4286
142,依莉斯,7,0,0.0,7,0.0009,0.0,3,0.4286,4,0.5714
142,玄爷,7,0,0.0,7,0.0009,0.0,6,0.8571,1,0.1429
145,咪咪号,6,0,0.0,6,0.0008,0.0,3,0.5,3,0.5
145,UFO,6,0,0.0,6,0.0008,0.0,6,1.0,0,0.0
147,岩笠,5,1,0.2,6,0.0007,0.0001,5,1.0,0,0.0
147,秦河胜,5,0,0.0,5,0.0007,0.0,1,0.2,4,0.8
147,苏格拉底,5,0,0.0,5,0.0007,0.0,4,0.8,1,0.2
147,稻荷大人,5,0,0.0,5,0.0007,0.0,3,0.6,2,0.4
151,留琴,4,1,0.25,5,0.0005,0.0001,3,0.75,1,0.25
151,月夜见,4,0,0.0,4,0.0005,0.0,3,0.75,1,0.25
151,求闻史纪中的受访人群,4,0,0.0,4,0.0005,0.0,4,1.0,0,0.0
151,酒吧老板,4,0,0.0,4,0.0005,0.0,3,0.75,1,0.25
155,黄帝,3,1,0.3333,4,0.0004,0.0001,2,0.6667,1,0.3333
155,阿菊,3,0,0.0,3,0.0004,0.0,1,0.3333,2,0.6667
155,菊理,3,0,0.0,3,0.0004,0.0,1,0.3333,2,0.6667
155,读书狐狸,3,0,0.0,3,0.0004,0.0,3,1.0,0,0.0
155,河童（含山童）,3,0,0.0,3,0.0004,0.0,2,0.6667,1,0.3333
155,妖怪兔,3,0,0.0,3,0.0004,0.0,3,1.0,0,0.0
155,酒吧客人,3,0,0.0,3,0.0004,0.0,2,0.6667,1,0.3333
155,导航,3,0,0.0,3,0.0004,0.0,2,0.6667,1,0.3333
163,奥莲姬,2,1,0.5,3,0.0003,0.0001,2,1.0,0,0.0
163,八尺大人,2,0,0.0,2,0.0003,0.0,0,0.0,2,1.0
163,Flower～战车,2,0,0.0,2,0.0003,0.0,2,1.0,0,0.0
163,酒虫,2,0,0.0,2,0.0003,0.0,2,1.0,0,0.0
163,白仙和尚,2,0,0.0,2,0.0003,0.0,2,1.0,0,0.0
163,幽灵,2,0,0.0,2,0.0003,0.0,2,1.0,0,0.0
163,狸猫,2,0,0.0,2,0.0003,0.0,0,0.0,2,1.0
163,大老爷,2,0,0.0,2,0.0003,0.0,2,1.0,0,0.0
163,兜风四人组,2,0,0.0,2,0.0003,0.0,2,1.0,0,0.0
172,绿巨人,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
172,神玉,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
172,邪眼西格玛,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
172,萨拉,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
172,石长姬,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
172,木花咲耶姬,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
172,石凝老命,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
172,伊豆能卖,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
172,瑞江浦岛子,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
172,野槌,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
172,运松翁,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
172,管狐,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
172,邪龙,1,0,0.0,1,0.0001,0.0,0,0.0,1,1.0
172,卓柏卡布拉,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
172,怨灵少女,1,0,0.0,1,0.0001,0.0,0,0.0,1,1.0
172,佑天上人,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
172,野铁炮,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
172,地精,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
172,座敷童子,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
172,盐家老板,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
172,马凭,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
172,杀死大老爷的侍童,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
172,百鬼夜行绘卷妖怪（黑鬼）,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
172,袈裟罗婆娑罗,1,0,0.0,1,0.0001,0.0,1,1.0,0,0.0
196,彭祖,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
196,尼西号,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
196,幽玄魔眼,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
196,玛○奇,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
196,天照大御神,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
196,天宇受卖命,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
196,火雷神,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
196,前鬼 / 后鬼,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
196,雷兽（务光）,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
196,久米 / 竿打,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
196,水鬼鬼神长,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
196,万岁乐,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
196,人面犬,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
196,烟烟罗,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
196,沓颊,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
196,怨灵,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
196,竹扫帚付丧神,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
196,卖脚婆,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
196,饿神,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
196,睡鼠,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0
